Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",1,1,1,0,0,0,2,1,1,2,0,0,0,2,2,0,2,1,0,0,2,0,0,0,2,1,0,1,1,0,3,0,0,1,1,2,1,1,1,5,1,0,2,1,2,1,1,3,1,1,3,3,0,5,0.2,0.2,0.2,0,0,0,0.4,0.2,0.2,0.4,0,0,0,0.4,0.4,0,0.4,0.2,0,0,0.4,0,0,0,0.4,0.2,0,0.2,0.2,0,0.6,0,0,0.2,0.2,0.4,0.2,0.2,0.2,1,0.2,0,0.4,0.2,0.4,0.2,0.2,0.6,0.2,0.2,0.6,0.6
Sunspray Sunscreen SPF 30,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,2,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,1,0.5,1,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,1,0,0,0,1,0,0,0,0,0.5,0.5,0
Vastu Combo Pack - Floor Cleaner + toilet cleaner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,1,0.67,0,0,0,0,0,0,0,0.67,0.33,0,0,0,0,0.33,0,0.67,0.33,0,0,0.33,0,0,0,0.33,0
"Water Flask - Insulated Thermosteel, Flip Lid , Silver",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,1
Drumstick - Organically Grown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Up Or Down Eau De Toilette Deodorant - For Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ultra Healing - Extra Dry Skin Moisturiser With Vitamin C, E & B5",1,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,1,0,3,0,2,2,0,0,1,0,0,2,0,1,1,0,0,1,1,0,2,0,0,1,3,1,1,0,1,5,1,1,0,5,0.2,0.2,0,0.2,0,0,0,0,0.2,0.4,0.2,0,0.2,0.2,0,0,0,0.2,0,0,0.2,0,0.6,0,0.4,0.4,0,0,0.2,0,0,0.4,0,0.2,0.2,0,0,0.2,0.2,0,0.4,0,0,0.2,0.6,0.2,0.2,0,0.2,1,0.2,0.2
"Organic, Fennel /Saunf/Sompu Powder",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
Coconut Braker - Big,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0,2,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0.5,0.5,0.5
Truffel - Caramel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Conditioner - Hair Repair,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Stainless Steel Water Bottle - Blue, BB506 3",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0
Mischief Avatar Deodorant & Body Spray Perfume For Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Skin Fruits Fruit Moisturising Body Lotion,16,9,9,10,7,11,8,9,10,10,7,6,10,4,9,14,10,1,20,8,9,9,12,13,14,13,6,9,6,3,3,5,7,10,12,7,4,7,3,8,10,8,10,8,9,4,8,10,7,13,11,11,1,20,0.79,0.42,0.42,0.47,0.32,0.53,0.37,0.42,0.47,0.47,0.32,0.26,0.47,0.16,0.42,0.68,0.47,0,1,0.37,0.42,0.42,0.58,0.63,0.68,0.63,0.26,0.42,0.26,0.11,0.11,0.21,0.32,0.47,0.58,0.32,0.16,0.32,0.11,0.37,0.47,0.37,0.47,0.37,0.42,0.16,0.37,0.47,0.32,0.63,0.53,0.53
Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,13,8,14,12,15,12,14,11,12,13,10,16,16,5,9,8,9,12,19,18,10,17,16,14,21,14,9,9,9,8,10,9,13,8,11,15,11,10,9,12,12,11,9,9,12,12,11,13,18,11,24,20,5,24,0.42,0.16,0.47,0.37,0.53,0.37,0.47,0.32,0.37,0.42,0.26,0.58,0.58,0,0.21,0.16,0.21,0.37,0.74,0.68,0.26,0.63,0.58,0.47,0.84,0.47,0.21,0.21,0.21,0.16,0.26,0.21,0.42,0.16,0.32,0.53,0.32,0.26,0.21,0.37,0.37,0.32,0.21,0.21,0.37,0.37,0.32,0.42,0.68,0.32,1,0.79
Basmati Rice/Basmati Akki - Rozana Super 90,3,6,4,2,5,6,8,8,8,7,8,7,13,4,1,5,6,8,9,9,8,11,10,9,12,11,1,5,4,4,4,2,3,7,1,9,4,4,5,6,5,1,6,8,4,5,6,5,5,7,6,14,1,14,0.15,0.38,0.23,0.08,0.31,0.38,0.54,0.54,0.54,0.46,0.54,0.46,0.92,0.23,0,0.31,0.38,0.54,0.62,0.62,0.54,0.77,0.69,0.62,0.85,0.77,0,0.31,0.23,0.23,0.23,0.08,0.15,0.46,0,0.62,0.23,0.23,0.31,0.38,0.31,0,0.38,0.54,0.23,0.31,0.38,0.31,0.31,0.46,0.38,1
Milk power Frappe Milkshake - Belgian Chocolate,6,7,6,5,6,5,2,9,8,8,6,8,10,7,11,7,4,4,7,12,13,10,15,6,19,11,7,3,6,3,5,3,9,2,9,5,9,6,13,6,5,8,8,9,10,8,12,5,8,20,9,14,2,20,0.22,0.28,0.22,0.17,0.22,0.17,0,0.39,0.33,0.33,0.22,0.33,0.44,0.28,0.5,0.28,0.11,0.11,0.28,0.56,0.61,0.44,0.72,0.22,0.94,0.5,0.28,0.06,0.22,0.06,0.17,0.06,0.39,0,0.39,0.17,0.39,0.22,0.61,0.22,0.17,0.33,0.33,0.39,0.44,0.33,0.56,0.17,0.33,1,0.39,0.67
"Peanut Butter - Unsweetened, Crunchy",2,4,5,3,2,2,1,5,3,5,6,5,2,7,4,5,2,3,3,3,2,5,10,8,6,5,1,1,2,4,3,4,3,3,3,4,3,2,10,7,2,1,2,5,6,2,3,4,3,7,3,16,1,16,0.07,0.2,0.27,0.13,0.07,0.07,0,0.27,0.13,0.27,0.33,0.27,0.07,0.4,0.2,0.27,0.07,0.13,0.13,0.13,0.07,0.27,0.6,0.47,0.33,0.27,0,0,0.07,0.2,0.13,0.2,0.13,0.13,0.13,0.2,0.13,0.07,0.6,0.4,0.07,0,0.07,0.27,0.33,0.07,0.13,0.2,0.13,0.4,0.13,1
Salem Turmeric Powder/Arisina Pudi,2,0,7,1,3,2,1,1,3,2,1,3,2,1,4,4,3,3,2,2,2,4,2,2,1,6,3,3,2,1,2,2,2,4,0,3,1,0,2,4,2,3,3,7,4,1,6,3,0,1,4,9,0,9,0.22,0,0.78,0.11,0.33,0.22,0.11,0.11,0.33,0.22,0.11,0.33,0.22,0.11,0.44,0.44,0.33,0.33,0.22,0.22,0.22,0.44,0.22,0.22,0.11,0.67,0.33,0.33,0.22,0.11,0.22,0.22,0.22,0.44,0,0.33,0.11,0,0.22,0.44,0.22,0.33,0.33,0.78,0.44,0.11,0.67,0.33,0,0.11,0.44,1
Body Fragrance - Alexander,21,16,17,17,14,13,21,10,13,20,15,17,15,17,29,18,17,13,20,29,18,14,30,19,16,22,18,18,15,16,14,10,21,23,18,13,15,8,10,20,5,17,8,13,22,15,23,10,13,7,16,28,5,30,0.64,0.44,0.48,0.48,0.36,0.32,0.64,0.2,0.32,0.6,0.4,0.48,0.4,0.48,0.96,0.52,0.48,0.32,0.6,0.96,0.52,0.36,1,0.56,0.44,0.68,0.52,0.52,0.4,0.44,0.36,0.2,0.64,0.72,0.52,0.32,0.4,0.12,0.2,0.6,0,0.48,0.12,0.32,0.68,0.4,0.72,0.2,0.32,0.08,0.44,0.92
"Steel Storage/Lunch Container- No.1, Blue, Klip It",14,5,6,12,10,6,9,14,6,9,12,3,4,13,12,14,11,7,13,8,11,5,10,12,25,13,7,11,2,7,4,11,4,6,5,7,8,6,6,9,5,4,6,6,16,6,5,12,10,5,16,14,2,25,0.52,0.13,0.17,0.43,0.35,0.17,0.3,0.52,0.17,0.3,0.43,0.04,0.09,0.48,0.43,0.52,0.39,0.22,0.48,0.26,0.39,0.13,0.35,0.43,1,0.48,0.22,0.39,0,0.22,0.09,0.39,0.09,0.17,0.13,0.22,0.26,0.17,0.17,0.3,0.13,0.09,0.17,0.17,0.61,0.17,0.13,0.43,0.35,0.13,0.61,0.52
Ladies Finger,7,4,13,6,3,7,6,3,4,7,8,8,12,6,7,5,7,5,4,4,8,13,5,11,8,12,6,3,1,3,2,5,4,6,6,6,9,8,5,4,8,8,4,2,7,7,4,7,0,5,6,9,0,13,0.54,0.31,1,0.46,0.23,0.54,0.46,0.23,0.31,0.54,0.62,0.62,0.92,0.46,0.54,0.38,0.54,0.38,0.31,0.31,0.62,1,0.38,0.85,0.62,0.92,0.46,0.23,0.08,0.23,0.15,0.38,0.31,0.46,0.46,0.46,0.69,0.62,0.38,0.31,0.62,0.62,0.31,0.15,0.54,0.54,0.31,0.54,0,0.38,0.46,0.69
Aloe Vera Juice - Purifies Blood & Boosts Immunity,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,1,0,1,1,1,2,0,0,0,3,0.33,0.33,0,0,0.67,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,1,0,0,1,0,0,0.33,0,0,0,0.33,0,0.33,0.33,0.33,0.67,0,0
"Balloon - Polka Dot, 12 Inch",1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,2,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,0,0.5,0,0.5
School/Stationery Kit,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
Face Wash - White Tea & Chamomile,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
Bathroom Cleaner,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,2,1,0,0,1,2,2,1,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1,0.5,0,0,0.5,1,1,0.5,0,0,0
Imperial Desert Set - Aqua Leaves,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0.5,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0.5,0,0
Solitaire Storage Transparent Pet Container Set - Green Lid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Organic Cold Pressed Virgin Coconut Oil,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0.33,0.33,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0.33,0,0,0
DiaFree Juice,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,3,0,0.33,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0,1,0,0,0.33,0,0
Hand Wash Rose & Geranium - Anti Bacterial,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0.67,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0.33,0,0,0.33,0.33,0,0.33,0,0,0,1
Namkeen - Flattend Rice Mixture,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3,4,0,4,0,0.5,0,0.5,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0.25,0,0.25,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0,0,0.75,1
Borosilicate Glass Rectangular Food Container With Green Lid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0.5,0,0,0.25,0,0,0.25,0,0,0.25,0,0.5
Black Naturals,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0.33,0,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.67,0,0,0,0,0,0.33,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1
Sorghum Rava/ Semolina,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0.5,0,0,0,0,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0
Sensitive Toothpaste - Fresh Mint,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0.33,0,0,0,0.33,0,0,0,1,0.67,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.67
Floor Cleaner - Lime,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.5,0,0,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0
Hair Serum - Anti-Dandruff,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5
"Face Mask 3-Layer Surgical - Disposable, Anti-Dust & Anti-Pollution, With Earloop",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,1,0,2,0,0,1,1,3,0,0,0,1,0,1,0,0,1,1,1,1,0,0,3,0,0,0.33,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.67,0.33,0,0,0.33,0,0.33,0.33,0,0.67,0,0,0.33,0.33,1,0,0,0,0.33,0,0.33,0,0,0.33,0.33,0.33,0.33,0
Veda Keto-Slim Ultra Weight Loss,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,1,1,1,0,3,2,0,3,0,0,0,0.67,0,0,0,0,0,0.33,0,0,0,0.33,0,0,0.33,0,0.67,0,0.33,0,0,0,0,0.33,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0.33,1,0,0.33,0,0.33,0.33,0.33,0.33,0,1,0.67
"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Tapioca,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0,0.5,0,0,0.5
Organic - Kalonji,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0.5,0,0.5
Savoury - Pizza,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0.5,0,1,0,0.5
Water/Juice Glass Tumbler - Volvic 3303,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0
Red Poha,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Brightening Serum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Ivory Glass Bottle - Orange & Yellow Floral,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Sheer Perfume For Women - EDP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dog Treats - Diced Chicken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
